📺央视频道,#genre#
CCTV-1香港版,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8?
CCTV-1_综合,http://3501776.xyz:35455/gaoma/cctv1.m3u8
CCTV-1_综合,http://117.144.58.42:35455/gaoma/cctv1.m3u8
CCTV-1_综合,http://lt.hxtre.com:35455/gaoma/cctv1.m3u8
CCTV-1_综合,http://hangfun.top:35455/gaoma/cctv1.m3u8
CCTV-1_综合,http://139.129.231.228:50060/rtp/239.21.1.120:5002
CCTV-2_财经,http://3501776.xyz:35455/gaoma/cctv2.m3u8
CCTV-2_财经,http://newtv.fun:35455/gaoma/cctv2.m3u8
CCTV-2_财经,http://lt.hxtre.com:35455/gaoma/cctv2.m3u8
CCTV-2_财经,http://139.129.231.228:50060/rtp/239.21.1.151:5002
CCTV-3_综艺,http://newtv.fun:35455/gaoma/cctv3.m3u8
CCTV-3_综艺,http://47.79.37.86:35455/gaoma/cctv3.m3u8
CCTV-3_综艺,http://lt.hxtre.com:35455/gaoma/cctv3.m3u8
CCTV-3_综艺,http://139.129.231.228:50060/rtp/239.21.2.45:5002
CCTV-4_中文国际,http://newtv.fun:35455/gaoma/cctv4k.m3u8
CCTV-4_中文国际,http://47.79.37.86:35455/gaoma/cctv4.m3u8
CCTV-4_中文国际,http://lt.hxtre.com:35455/gaoma/cctv4.m3u8
CCTV-4_中文国际,http://139.129.231.228:50060/rtp/239.21.1.154:5002
CCTV-5_体育,http://3501776.xyz:35455/gaoma/cctv5.m3u8
CCTV-5_体育,http://newtv.fun:35455/gaoma/cctv5.m3u8
CCTV-5_体育,http://47.79.37.86:35455/gaoma/cctv5.m3u8
CCTV-5_体育,http://lt.hxtre.com:35455/gaoma/cctv5.m3u8
CCTV-5_体育,http://139.129.231.228:50060/rtp/239.21.2.46:5002
CCTV-5+_体育赛事,http://newtv.fun:35455/gaoma/cctv5p.m3u8
CCTV-5+_体育赛事,http://47.79.37.86:35455/gaoma/cctv5p.m3u8
CCTV-5+_体育赛事,http://lt.hxtre.com:35455/gaoma/cctv5p.m3u8
CCTV-5+_体育赛事,http://139.129.231.228:50060/rtp/239.21.1.142:5002
CCTV-6_电影,http://newtv.fun:35455/gaoma/cctv6.m3u8
CCTV-6_电影,http://47.79.37.86:35455/gaoma/cctv6.m3u8
CCTV-6_电影,http://lt.hxtre.com:35455/gaoma/cctv6.m3u8
CCTV-6_电影,http://139.129.231.228:50060/rtp/239.21.2.47:5002
CCTV-7_国防军事,http://newtv.fun:35455/gaoma/cctv7.m3u8
